feature,avg_correlation,max_correlation,n_correlations,corr_score,is_target
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella aerofaciens,0.3465635974015775,0.4853301320528211,107,1.6226562415784322,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus reuteri,0.3479348310752872,0.5090516206482593,105,1.6225728934397725,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus mitis,0.3440611473947377,0.48331332533013205,109,1.617252667960975,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pyogenes,0.3465582804550391,0.49896758703481386,105,1.6161534334622831,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. I-P16,0.35153293970649485,0.4678511404561824,98,1.6153359892214805,False
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella sp. GAM18,0.3485276883030439,0.47803121248499403,101,1.6119310830783924,False
Sildenafil-d3,0.407476873102182,0.5794477791116447,51,1.610040435312198,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|s__Muribaculaceae bacterium DSM 108610,0.34620217018846366,0.47611044417767107,103,1.6078982084862932,False
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio piger,0.3483879951980792,0.49349339735894354,100,1.6078525844598497,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|s__Lachnospiraceae bacterium KM106-2,0.3454307876996952,0.4651620648259303,104,1.6076211896780626,False
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea cylindroides,0.3438655462184873,0.5046338535414165,106,1.6068248395477407,False
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter hominis,0.34200791427682176,0.4836014405762305,108,1.6044781043481742,False
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii,0.3476614888379594,0.6215126050420168,99,1.6010403232128023,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia intestinalis,0.35048006571049467,0.5700360144057622,95,1.5997130540712248,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum sp. H5,0.3429957125707426,0.5014645858343336,105,1.5995396151152266,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Aminipila|s__Aminipila sp. JN-18,0.3488268709545674,0.5265306122448979,97,1.599359859013108,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus australis,0.34333733493397356,0.49810324129651856,104,1.5978783435114663,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus sp. JE7A12,0.3404259481570406,0.49157262905162064,108,1.5970565509423804,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus vaginalis,0.3411846247933135,0.4920528211284513,106,1.5942973526092619,False
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus harei,0.34275504376507887,0.510876350540216,103,1.591888405897335,False
d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longibaculum|s__Longibaculum sp. KGMB06250,0.3500863571234945,0.4597839135654262,93,1.5905455196630858,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus periodonticum,0.3482924117015228,0.55015606242497,95,1.5897278394518166,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter kobei,0.34517225071846913,0.5951020408163266,99,1.5895769580391008,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter cloacae,0.35022391565321775,0.5290276110444178,92,1.5874247425799235,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus pentosus,0.34206934258852056,0.44499399759903957,101,1.582061409729931,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. CBA7301,0.35431904526516483,0.5019447779111644,85,1.578260081288011,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia sp. CE17,0.34970361477924505,0.5230732292917167,90,1.5774638751902639,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter segnis,0.3463032872723557,0.5759903961584634,94,1.5770225373948843,False
d__Viruses|f__Inoviridae|s__Escherichia virus If1,0.3389433443280223,0.4482593037214886,103,1.5741853837216073,False
d__Viruses|o__Caudovirales|f__Podoviridae|s__uncultured crAssphage,0.3372343223003487,0.5118367346938776,105,1.572671722491835,False
d__Viruses|o__Caudovirales|f__Siphoviridae|g__Webervirus|s__Klebsiella virus PKP126,0.35558340409334466,0.47006002400960384,82,1.5712663854662186,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus gwangjuense,0.34999563461748334,0.48168067226890754,88,1.5710031347915168,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella pneumoniae,0.34813979524394023,0.4509483793517407,89,1.5665628172654806,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus hirae,0.34803339517625226,0.4698679471788715,88,1.562195355469484,False
Heptanoic acid,0.4050942115976825,0.5806002400960384,46,1.5596725072494442,False
FAHFA (2:0/26:0),0.3981409706739839,0.5946218487394958,49,1.5575366366801178,False
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium mortiferum,0.3495069557234658,0.5503481392557023,85,1.5568253632486142,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. oral taxon 431,0.34655131017924407,0.4768787515006003,87,1.5516269391711857,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter baumannii,0.3423143170311603,0.49358943577430975,92,1.5515736998745402,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides coprosuis,0.34235848185428014,0.46304921968787516,91,1.548072672504535,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas asaccharolytica,0.3521332533013205,0.5322929171668667,80,1.5474316773020438,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia albertii,0.34848593095774894,0.500984393757503,82,1.5399037829619027,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum propionicum,0.3489034132171387,0.4722689075630252,81,1.5375193864601582,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus thermophilus,0.3426468518441859,0.5323889555822329,87,1.5341453641270335,False
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium faecium,0.3424227622083316,0.4597839135654262,87,1.53314203935068,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella minuta,0.3515511139520744,0.5884753901560623,77,1.531605841187561,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus equinus,0.33624888253173607,0.4403841536614646,94,1.5312360159877776,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides vulgatus,0.34196511545794783,0.4853301320528211,85,1.5232313874531285,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__[Eubacterium] cellulosolvens,0.34846291763458626,0.4667947178871549,77,1.5181514690326101,False
d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira pilosicoli,0.34902761104441776,0.5535174069627851,76,1.5161080292313807,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium angulatum,0.3437457946141419,0.47793517406962777,81,1.514791209292284,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus johnsonii,0.34743268736065847,0.48340936374549814,77,1.513663055704666,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella flexneri,0.3420255907240945,0.5305642256902761,82,1.5113565691972484,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter hormaechei,0.3435402160864346,0.5656182472989195,80,1.5096700121770195,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|g__Flintibacter|s__Flintibacter sp. KGMB00164,0.34516822113460766,0.48168067226890754,78,1.5081945425764733,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sobrinus,0.3559621495657086,0.48744297719087637,68,1.5071816528665893,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caccae,0.3417704859721667,0.4975270108043217,81,1.5060865786804045,False
Valeric acid,0.39797314274547024,0.6434093637454982,43,1.5060058413552808,False
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter pamelaeae,0.34252220888355345,0.42079231692677066,80,1.505196431284868,False
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus intestini,0.34221488595438176,0.5057863145258102,80,1.503845916298558,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus mirabilis,0.33917817729501437,0.48158463385354144,83,1.5028363657598054,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum hallii,0.3428435989780528,0.549579831932773,78,1.4980372272867175,False
Nervonic acid,0.39352177234530183,0.5936614645858344,44,1.4980045696947957,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus salivarius,0.3465650043801304,0.4756302521008403,74,1.4962902869788721,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|s__Lachnospiraceae bacterium KGMB03038,0.3355847750865052,0.41512605042016804,85,1.4948111355704157,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus amylovorus,0.3410208640418192,0.4523889555822329,79,1.4943625092107522,False
FAHFA (4:0/20:0),0.39421647728858983,0.5528451380552221,43,1.4917899068752551,False
trans-3-Hexenoic acid,0.40615909521703414,0.6277551020408163,38,1.4879888834638453,False
Theophylline,0.4029562594268476,0.577719087635054,39,1.4864570663063033,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus delbrueckii,0.3431126050420168,0.4454741896758703,75,1.485929198127958,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus koreensis,0.3415543059328994,0.47803121248499403,76,1.4836454459688004,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|s__[Eubacterium] sulci,0.34440888684240817,0.5636974789915966,73,1.482358267647714,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. HSISS3,0.3420881952781112,0.45277310924369746,75,1.4814927526092971,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus milleri,0.34197935174069616,0.46218487394957986,75,1.4810213802729393,False
"1,3-Dimethyluric Acid",0.3890057841318345,0.5380552220888355,44,1.4808137267583446,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus gordonii,0.34912082480050843,0.520672268907563,68,1.478214755178193,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella quasipneumoniae,0.3478782817474816,0.46381752701080425,69,1.4779592248164821,False
d__Viruses|o__Caudovirales|f__Siphoviridae|g__Webervirus|s__Klebsiella virus KLPN1,0.3424328635563815,0.4607442977190876,73,1.473853334798968,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium animalis,0.33910279901434254,0.4414405762304921,76,1.4729965769242612,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella|s__Salmonella enterica,0.3439440001352654,0.5257623049219687,71,1.470933652217343,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus paragasseri,0.3359743897559023,0.4240576230492197,78,1.4680225758028456,False
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella sp. oral taxon 807,0.346352658710543,0.47611044417767107,68,1.4664940451308648,False
ω-Hydroxynorfentanyl,0.3859795080823027,0.6051860744297719,43,1.4606196533899194,False
FAHFA (2:0/24:2),0.3858790027638962,0.5599519807923168,43,1.460239322205852,False
"6,7-Dihydroxycoumarin",0.38106442577030814,0.5442016806722689,45,1.4589590352335478,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Petrimonas|s__Petrimonas mucosa,0.33568458962532377,0.4753421368547419,76,1.4581485404472103,False
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter urolithinfaciens,0.34555266882872543,0.475438175270108,67,1.4580621486669745,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella aerogenes,0.3408734761510238,0.4928211284513805,71,1.4578020463263108,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|g__Gemella|s__Gemella morbillorum,0.3359583833533413,0.43097238895558226,75,1.4549461717370116,False
Hexanoic acid,0.3890738734518197,0.6215126050420168,41,1.4542295960686946,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. FDAARGOS_192,0.3419656558275484,0.45786314525810323,69,1.4528394617276281,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus gasseri,0.3392421757435369,0.48600240096038416,71,1.4508255191436745,False
FAHFA (2:0/24:0),0.3824506546804769,0.5443937575030012,43,1.447265802927113,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis,0.3413219405409223,0.42223289315726287,68,1.4451934486060782,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides dorei,0.3435585143148169,0.4670828331332533,66,1.444557949468436,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas salmonicida,0.349908094385295,0.47447779111644656,61,1.4441177279431545,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum,0.3380456182472989,0.4807202881152461,70,1.4409802544247514,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus infantarius,0.33963420662382604,0.45786314525810323,68,1.4380474034496715,False
"1,3,7-Trimethyluric acid",0.38460223113635694,0.49493397358943575,41,1.4375160744423592,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pneumoniae,0.338195104128608,0.4077310924369748,69,1.4368202907747787,False
Valerophenone,0.4039855942376951,0.6073949579831932,34,1.4363093993426381,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium gallinarum,0.34030782462238623,0.4625690276110444,67,1.435931488125878,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Mogibacterium|s__Mogibacterium diversum,0.34644928939317654,0.4634333733493397,62,1.4353860818185393,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella variicola,0.34221788715486195,0.44307322929171666,64,1.4285499916698372,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis,0.3402175639486564,0.4743817527010804,65,1.4253941301181667,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus mucosae,0.3343138398216429,0.44019207683073225,70,1.4250728776241308,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium bifidum,0.3393384430695355,0.4991596638655462,65,1.4217109171581435,False
FAHFA (2:0/22:0),0.37537061336162375,0.5856902761104442,43,1.420473583960596,False
O-Aceyl-L-Serine,0.390389669381266,0.5805042016806723,37,1.4200760582414529,False
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia magna,0.3491712474463469,0.48840336134453777,57,1.4177899511772936,False
